Marca,Producte,PreuActual,PreuAnterior,Rebaixa,Rating,CostEnvio
"GIGABYTE,""GIGABYTE - AERO 15 OLED SA-7US5020SH Gaming Laptop - 15.6"""" 4K UHD AMOLED - Intel Core i7-9750H - NVIDIA GeForce GTX 1660 Ti - 8 GB Memory 256 GB SSD - Win 10"",""1,299"",1699.00,24%,(14),Free Shipping"
"GIGABYTE,""GIGABYTE AERO 15 Classic-YA-F74ADP Core i7-9750H NVIDIA GeForce RTX 2080 Max-Q 16 GB Memory 512 SSD Intel SSD Win 10 Pro High-End 15.6"""" FHD 144 Hz Gaming Laptop"",""2,179"",2499.00,13%,(35),Free Shipping"
"Acer America,""Acer Laptop Aspire 5 A515-54G-54QQ Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 512 GB SSD NVIDIA GeForce MX250 15.6"""" Windows 10 Home 64-bit (Only @ Newegg)"",549,699.99,21%,(41),Free Shipping"
"ASUS,""ASUS ZenBook 14 Ultra-Slim Laptop 14"""" Full HD 4-Way NanoEdge Bezel, AMD R7 3700U CPU, 16 GB DDR4, 1 TB PCIe SSD, Windows 10 Pro - UM433DA-NH74, Icicle Silver"",899,NA,NA,NA,Free Shipping"
"ASUS,""Asus TUF Gaming Laptop, 15.6"""" Full HD IPS-Type, Intel Core i7-9750H, GeForce GTX 1650, 8 GB DDR4, 512 GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, TUF505GT-AH73 Notebook PC Computer"",849,NA,NA,NA,Free Shipping"
"ASUS,""ASUS VivoBook 15 Thin and Light Laptop, 15.6"""" Full HD, AMD Quad Core R7-3700U CPU, 8 GB DDR4 RAM, 512 GB SSD, AMD Radeon Vega 10 Graphics, Windows 10 Home, F512DA-NH77, Slate Gray"",679,NA,NA,NA,$2.99 Shipping"
"ASUS,""ASUS VivoBook S15 S532 Thin & Light 15.6"""" FHD, Intel Core i7-8565U CPU, GeForce MX250, 8 GB DDR4 RAM, 256 GB PCIe NVMe SSD, IR Camera, Windows 10 Home, S532FL-EB71, Transparent Silver"",799,899.99,11%,(4),Free Shipping"
"ASUS,""ASUS ZenBook 15 Ultra-Slim Laptop 15.6"""" 4K UHD NanoEdge Bezel, Intel Core i7-10510U, 16 GB RAM, 1 TB PCIe SSD, GeForce GTX 1650, Innovative ScreenPad 2.0, Windows 10 Pro, UX534FTC-NH76, Royal Blue"",""1,440"",NA,NA,NA,Free Shipping"
"ASUS,""ASUS VivoBook S14 S432 Thin and Light 14"""" FHD, Intel Core i7-8565U CPU, 8 GB RAM, 512 GB PCIe NVMe SSD, IR camera, Windows 10 Home, S432FA-AB74, Transparent Silver"",749,NA,NA,NA,Free Shipping"
"MSI,""MSI Laptop PS Series PS42 Modern-074 Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 256 GB NVMe SSD NVIDIA GeForce GTX 1050 Max-Q 14.0"""" Windows 10 Home 64-bit"",899,1599.99,44%,(1),Free Shipping"
"ASUS,""ASUS VivoBook S15 S532 Thin & Light 15.6” FHD, Intel Core i7-8565U CPU, 8GB DDR4 RAM, PCIe NVMe 512GB SSD, Windows 10 Home, S532FA-SB77, Transparent Silver"",749,NA,NA,NA,Free Shipping"
"ASUS,""ASUS ZenBook S13 Ultra Thin & Light Laptop 13.9"""" FHD, Intel Core i7-8565U CPU, GeForce MX150, 8 GB RAM, 512 GB PCIe SSD, Windows 10 Pro, Silver Blue, UX392FN-XS71"",999,NA,NA,NA,Free Shipping"
"MSI,""MSI Laptop Prestige 14 A10SC-091 Intel Core i7 10th Gen 10710U (1.10 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"""" Windows 10 Pro 64-bit"",""1,399"",NA,NA,NA,Free Shipping"
"ASUS,""ASUS VivoBook S15 S532 Thin & Light Laptop, 15.6"""" FHD, Intel Core i7-10510U CPU, 16 GB RAM, 1 TB PCIe SSD, NVIDIA GeForce MX250 Graphics, IR Camera, Windows 10 Home, S532FL-DS79, Transparent Silver"",999,NA,NA,NA,Free Shipping"
"ASUS,""ASUS VivoBook S512 S15 Thin and Light Laptop, 15.6"""" FHD, Intel Core i7-10510U CPU, 16 GB RAM, 256 GB SSD + 1 TB HDD, NVIDIA GeForce MX250, FingerPrint, Windows 10 Home, S512FL-PH77, Silver-Metal"",899,NA,NA,NA,Free Shipping"
"ASUS,""ASUS Laptop E406MA-DH21 Intel Pentium Silver N5000 (1.10 GHz) 4 GB Memory 128 GB eMMC SSD Intel UHD Graphics 605 14.0"""" Windows 10 S"",321,NA,NA,NA,$2.99 Shipping"
"ASUS,""ASUS ZenBook S, 13.3” UHD 4K Touch, 8th Gen Whiskey Lake Intel Core i7-8565U Processor, 16GB RAM, 512GB PCIe SSD, FP Sensor, Thunderbolt, Windows 10 Professional - UX391FA-XH74T Deep Dive Blue laptop"",""1,149"",1499.99,23%,(2),Free Shipping"
"ASUS,""ASUS ZenBook 14, Intel Core Whiskey Lake i5-8265U, 8 GB RAM, 256 GB NVMe PCIe SSD, NumberPad, Wi-Fi 5, Windows 10, Ultra Thin and Light Laptop, 4-Way NanoEdge 14"""" FHD, Silver Blue, UX431FA-ES51"",796,NA,NA,NA,$2.99 Shipping"
"ASUS,""ASUS ZenBook Pro Duo UX581 15.6"""" 4K UHD NanoEdge Bezel Touch, Intel Core i7-9750H, 16 GB RAM, 1 TB PCIe SSD, GeForce RTX 2060, Innovative ScreenPad Plus, Windows 10 Pro - UX581GV-XB74T, Celestial Blue"",""2,474"",NA,NA,NA,Free Shipping"
"GIGABYTE,""GIGABYTE AERO 17 SA-7US1020SO 17.3"""" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 8 GB Memory 256 GB SSD Windows 10 Home 64-bit Gaming Laptop"",""1,626"",NA,NA,NA,Free Shipping"
"ASUS,""ASUS Laptop ZenBook UX434FLC-XH77 Intel Core i7 10th Gen 10510U (1.80 GHz) 16 GB LPDDR3 Memory 512 GB SSD NVIDIA GeForce MX250 14.0"""" Windows 10 Pro 64-bit"",""1,199"",NA,NA,NA,Free Shipping"
"ASUS,""ASUS VivoBook S15 15.6"""" Whiskey Lake Intel Core i5-8265U Processor, 8 GB DDR4, 256 GB SSD, Windows 10 - S530FA-DB51-YL, Portable IPS Full HD NanoEdge Bezel Laptop, Backlit Keyboard"",649,NA,NA,NA,Free Shipping"
"ASUS,""ASUS VivoBook S15 15.6"""" Whiskey Lake Intel Core i5-8265U Processor, 8 GB DDR4, 256 GB SSD, Windows 10 - S530FA-DB51-IG, Portable IPS Full HD NanoEdge Bezel Laptop, Backlit Keyboard"",699,NA,NA,NA,Free Shipping"
"ASUS,""ASUS VivoBook S15 15.6"""" Whiskey Lake Intel Core i5-8265U Processor, 8 GB DDR4, 256 GB SSD, Windows 10 - S530FA-DB51-RD, Portable IPS Full HD NanoEdge Bezel Laptop, Backlit Keyboard"",927,NA,NA,NA,$11.99 Shipping"
"Acer America,""Acer Laptop Aspire 5 A515-54-55AA Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 15.6"""" Windows 10 Home 64-bit"",559,NA,NA,NA,Free Shipping"
"ASUS,""ASUS ZenBook15.6"""" Intel Whiskey Lake i7-8565U, 16 GB DDR4, 1 TB PCIe SSD, GTX 1050, IR Camera, Windows 10 Pro - Icicle Silver Ultra Slim Compact FHD 4-Way NanoEdge - UX533FD-NS76 Newegg Exclusive"",""1,383"",NA,NA,NA,Free Shipping"
"Apple,""Apple 13"""" MacBook Air,Intel Core i7, 8GB RAM, 128GB SSD,Backlit Keyboard,Thunderbolt 2,SDXC card slot,Bluetooth,Webcam,Mac OS,Silver"",899,1399.99,36%,(1),Free Shipping"
"AORUS,""Aorus AORUS 7 SA-7US1131SH 17.3"""" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop"",""1,299"",1649.00,21%,(1),Free Shipping"
"Lenovo,""Lenovo ThinkPad X280, 12.5"""" FHD, UHD Graphics 620, (1.70 GHz, 3.60 GHz with Turbo Boost, 6 MB Cache), 8 GB DDR4 2400 MHz (Soldered) RAM, 256 GB SSD PCIe, Win 10 Pro 64"",749,NA,NA,NA,Free Shipping"
"Lenovo,""Lenovo IdeaPad 130 Laptop, 15.6"""" HD Display, AMD A9-9425 Upto 3.70GHz, 16GB RAM, 1TB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home"",829,NA,NA,NA,Free Shipping"
"Lenovo,""Lenovo IdeaPad 130S-14IGM 81KU0002US 14"""" Notebook - 1366 x 768 - Pentium Silver N5000 - 4 GB RAM - 128 GB SSD - Mineral Gray"",437,NA,NA,NA,Free Shipping"
"DELL,""DELL Laptop XPS XPS9370-7040SLV Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 1 TB PCIe SSD Intel UHD Graphics 620 13.3"""" Touchscreen Windows 10 Home 64-Bit"",""1,889"",NA,NA,NA,Free Shipping"
"Lenovo,""Lenovo IdeaPad 130 Laptop, 15.6"""" HD Display, AMD A9-9425 Upto 3.70GHz, 8GB RAM, 512GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro"",549,NA,NA,NA,Free Shipping"
"ASUS,""ASUS ZenBook 14 UX431FN-IH74 Ultra-thin and Light 14-inch FHD Laptop, Intel Core i7-8565U, 16 GB RAM, 512 GB PCIE SSD, GeForce MX150, Windows 10, Silver Blue"",999,NA,NA,NA,Free Shipping"
"Lenovo,""Lenovo ThinkPad T470 20HD0066US 14"""" Touchscreen LCD Notebook - Intel Core i5 (7th Gen) i5-7300U Dual-core (2 Core) 2.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English) - 1920 x..."",945,NA,NA,NA,Free Shipping"
"HP,""HP 15 Notebook, 15.6"""" HD Touch Display, Intel Core i5-1035G4 Up to 3.70 GHz, 8 GB RAM, 128 GB SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home"",629,NA,NA,NA,Free Shipping"
